0.0011416015625,0.4645263671875,-0.002,-0.001,-0.001,0,-0.524,0.0213144132221013,0.160325238383719,0.197213538329188
-0.0010322265625,0.462693359375,-0.001,-0.001,-0.076,-0.02,-0.984,0.0333852491726466,0.159682386759329,0.191382231424554
-0.0008876953125,0.4573740234375,0.003,-0.001,-0.139,0.008,-0.872,0.0382139500563151,0.159045659041919,0.189040419385633
-0.0008876953125,0.4477421875,-0.003,0.007,-0.23,0.04,-0.94,0.0450856236555751,0.157962281049136,0.18625250388971
-0.0011767578125,0.4287109375,-0.01,-0.001,-0.378,0.04,-0.216,0.0674383238174828,0.153030524575455,0.176290053314753
-0.0008876953125,0.4029150390625,-0.001,0.018,-0.486,0.052,-1.116,0.0776804969328359,0.147748594670876,0.174353017382112
-0.0010322265625,0.38242578125,0.004,-0.01,-0.55,-0.044,-0.852,0.103998921582013,0.136701565912597,0.162945088770895
-0.0010322265625,0.3527431640625,-0.006,0.01,-0.663,0.008,-0.676,0.110983690141606,0.132452192407164,0.164361968358577
-0.0010322265625,0.299705078125,-0.001,-0.003,-0.673,-0.012,-0.916,0.124766982564359,0.129538390001437,0.163264617057099
-0.0007431640625,0.249740234375,-0.008,-0.001,-0.772,0,-1.616,0.14094399252263,0.122321569779669,0.163603086664978
-0.0007431640625,0.22332421875,-0.001,0.007,-0.67,0.02,-1.444,0.130341821652404,0.132479798920749,0.169273432537528
-0.0007431640625,0.192376953125,0.003,-0.001,-0.594,0.052,-1.444,0.124884972898824,0.140538896240138,0.172320664357429
-0.0008876953125,0.161455078125,0.009,-0.011,-0.488,0.076,-1.616,0.116318809485863,0.148529175172978,0.175519174316939
-0.00058984375,0.1280546875,-0.001,0.007,-0.243,0,-2.996,0.0947541281540616,0.156270660262416,0.180611627521052
-0.00058984375,0.1212890625,-0.006,-0.001,0.019,0,-3.26,0.0627978919350851,0.16022502588767,0.184492734694205
-0.0007431640625,0.12108203125,0.005,-0.02,-0.015,0.02,-3.916,0.0694633295895794,0.16025013520945,0.183667767442208
-0.00233203125,0.12108203125,-0.001,-0.018,-0.001,-0.044,-4.068,0.0759815799428508,0.16012812200477,0.182897410628348
-0.0170849609375,0.1212890625,-0.001,-0.055,-0.027,0.02,-5.164,0.0830518214305255,0.158942519963073,0.181908115840403
-0.0620576171875,0.1214951171875,-0.001,-0.049,-0.001,0,-6.216,0.0876548086233702,0.155175673714732,0.182311164781309
